client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
1d6e30b43e279a91701a3300dfd17b63a09787cb13b629d0a54f3541154a67ba500ab3a0be341f7f68dd76c4a4b27c0bb6b695d1fa1f9f493708d0f5de2b4e0a	common_voice_hu_23631737.mp3	Büszkék vagyunk a magyar emberek nagyszerű szellemi alkotásaira.	2	0				hu	
92ea139e25b9ce3aec1bf312de9c4db9f38b0845635cb381406a0f8bb611acbcfccc882adbc7b9cc657305a8e0dd04277961f21871bc28258300a9e1d10e35cb	common_voice_hu_24014743.mp3	A nemzetség tagjai közül ezt termesztik a legszélesebb körben ízletes terméséért.	2	0				hu	
f7288070323cf5d8129880914d396336c8f9343ebae23e4f67745af8b5db43fe036111c38c9cb37a8a95677de5cf9f37c14ca64348d4567ce74d94880c1851dc	common_voice_hu_23236172.mp3	A városba vágyódott a legjobban, éppen mert oda nem juthatott el soha.	2	0				hu	
598826b1027e28f07669f83c88cd0a4ac6a564f6f057f5b069dbc258a2d9414ac69c0abd19d22922b3e92aa4ec8c0a500b0043ef15887c44fdb74d2e8e512253	common_voice_hu_24074134.mp3	Sírja mára megsemmisült.	2	0				hu	
598826b1027e28f07669f83c88cd0a4ac6a564f6f057f5b069dbc258a2d9414ac69c0abd19d22922b3e92aa4ec8c0a500b0043ef15887c44fdb74d2e8e512253	common_voice_hu_24074485.mp3	Minden zeneszámot drágakőnek nevezett.	2	0				hu	
55779cb453544d0108b8de2bb26cd25804adcf8c29599c371e15ff695d641c84f859ab81943afb36b0d1ebf7e5109bb6e4deb58885400e45cb9ce79518f3de0a	common_voice_hu_23854934.mp3	Így múlt el a délelőtt.	2	0				hu	
55779cb453544d0108b8de2bb26cd25804adcf8c29599c371e15ff695d641c84f859ab81943afb36b0d1ebf7e5109bb6e4deb58885400e45cb9ce79518f3de0a	common_voice_hu_23854935.mp3	Remek pofa!	2	0				hu	
55779cb453544d0108b8de2bb26cd25804adcf8c29599c371e15ff695d641c84f859ab81943afb36b0d1ebf7e5109bb6e4deb58885400e45cb9ce79518f3de0a	common_voice_hu_23854936.mp3	Szemet szemért, fogat fogért.	2	0				hu	
576ad645d653fe9ef6750ecdda20cbc66b5795d04114a20daa27e8f77f202fae1fdd0bc9e48eb9800a9bf2450817adfe593b45aecbd8ce2b2b1fd5c3c729045d	common_voice_hu_23136024.mp3	Biztosan lakik itt néhány atyámfia.	2	1				hu	
576ad645d653fe9ef6750ecdda20cbc66b5795d04114a20daa27e8f77f202fae1fdd0bc9e48eb9800a9bf2450817adfe593b45aecbd8ce2b2b1fd5c3c729045d	common_voice_hu_23136026.mp3	A sorok között olvas.	2	1				hu	
576ad645d653fe9ef6750ecdda20cbc66b5795d04114a20daa27e8f77f202fae1fdd0bc9e48eb9800a9bf2450817adfe593b45aecbd8ce2b2b1fd5c3c729045d	common_voice_hu_23136028.mp3	Még valami.	2	0				hu	
1a1698913b3121dd8045c3e68ae69441c688e696b500ee43a7df79ecb2d3e464c2f6776a5013b531fd57adfcef4300f59fd1040b3410a84646910a67d1d280e9	common_voice_hu_23801187.mp3	Micsoda pompa volt ebben az üvegházban!	2	0	twenties	male		hu	
1a1698913b3121dd8045c3e68ae69441c688e696b500ee43a7df79ecb2d3e464c2f6776a5013b531fd57adfcef4300f59fd1040b3410a84646910a67d1d280e9	common_voice_hu_23801188.mp3	Kotródj!	2	0	twenties	male		hu	
1a1698913b3121dd8045c3e68ae69441c688e696b500ee43a7df79ecb2d3e464c2f6776a5013b531fd57adfcef4300f59fd1040b3410a84646910a67d1d280e9	common_voice_hu_23801190.mp3	Köztetek termek, ne féljetek, a veszedelem órájában!	2	0	twenties	male		hu	
1a1698913b3121dd8045c3e68ae69441c688e696b500ee43a7df79ecb2d3e464c2f6776a5013b531fd57adfcef4300f59fd1040b3410a84646910a67d1d280e9	common_voice_hu_23801191.mp3	Idekötöztek az árbochoz.	2	0	twenties	male		hu	
2954d6670b0f2763460225520f68b25a1410adf4a01dce2853687deec17dfb9d504715b760976b2e881973c9b62542f4844bdb55cf98a6d9b69a9eba03c0ec37	common_voice_hu_23844118.mp3	Nem mutatta meg az útlevelét!	2	0				hu	
2954d6670b0f2763460225520f68b25a1410adf4a01dce2853687deec17dfb9d504715b760976b2e881973c9b62542f4844bdb55cf98a6d9b69a9eba03c0ec37	common_voice_hu_23844120.mp3	Ha míg testünk pihen, szabadon csatangolhatna a lelkünk.	2	0				hu	
2954d6670b0f2763460225520f68b25a1410adf4a01dce2853687deec17dfb9d504715b760976b2e881973c9b62542f4844bdb55cf98a6d9b69a9eba03c0ec37	common_voice_hu_23844121.mp3	Hű, az ördög!	2	0				hu	
2954d6670b0f2763460225520f68b25a1410adf4a01dce2853687deec17dfb9d504715b760976b2e881973c9b62542f4844bdb55cf98a6d9b69a9eba03c0ec37	common_voice_hu_23844122.mp3	Én nem segédkezhetem magának Diamant Oktávval szemben.	2	0				hu	
3825fb994f15c4c642cd57b0a64f1314e8f5120922888c5db5d7076ba6471a6bd9ab59cb0909cf71c4436d970843f89802a890a8b8c9ba91d9a1b6262149b108	common_voice_hu_23683796.mp3	Hadd maradjon!	2	0				hu	
3825fb994f15c4c642cd57b0a64f1314e8f5120922888c5db5d7076ba6471a6bd9ab59cb0909cf71c4436d970843f89802a890a8b8c9ba91d9a1b6262149b108	common_voice_hu_23683798.mp3	Meghalt Mátyás király, oda az igazság.	2	0				hu	
3825fb994f15c4c642cd57b0a64f1314e8f5120922888c5db5d7076ba6471a6bd9ab59cb0909cf71c4436d970843f89802a890a8b8c9ba91d9a1b6262149b108	common_voice_hu_23683799.mp3	Én norvég vagyok!	2	0				hu	
