client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
033ede7ca4c60dc27cef421b4d33799d38924ed36fa8dda17fd35c6a8c55b6a72b463946d89d8333be4dca7183a7a5b80c9bbdb52e9de8b03c8e4adb229551b8	common_voice_ja_21409740.mp3	祖母は、おおむね機嫌よく、サイコロをころがしている。	2	0				ja	
087edae49ce1e0f600682ceccc7fc28e81e64ae890e647f5cae8940617c32f67f08309aeb5d339d66e072c348d1ae678756c0d2a1892ed8a99ac144f15663f4e	common_voice_ja_22072759.mp3	財布をなくしたので、交番へ行きます。	2	0	teens	female		ja	
14c7a388501c7eac0099eb1f9f4594538369a50e88ec027925ffe04ffc3aeb2638cae85cee330e67a1fa19f5ad8bc9a2a22d37bcb975f4c28da846ad78c88669	common_voice_ja_23633525.mp3	飲み屋のおやじ、旅館の主人、医者をはじめ、交際のある人にきいてまわったら、みんな、私より収入が多いはずなのに、税金は安い。	2	1				ja	
15b7d87a73d28b37664fdf7fea1ff232f89e80ce954c9b90df97ceac3c4e2516428c5a86387beac5e88e2c15c153f3320511ba9bda01152f03fc16666a9121af	common_voice_ja_19499629.mp3	新しい靴をはいて出かけます。	2	0				ja	
182db42d7ce8a705d690900f7126c637e46b7049540fc42c7ca0ac7ac48664153f0c3745d6f50377e6b370e080339199d2592fb4de98e1c3c652fd47fc95811b	common_voice_ja_23660252.mp3	このためプラズマ中のイオンや電子の持つ平均運動エネルギーを温度で表現することがある	2	0	twenties	male		ja	
1c6e8463b08279962ad37c0946d0b1df78a82a4c907f4be01411b07c61426451d0ceebaf819e4ddbcddfe7350d13ed99fcc4651ad706e95ea8f57111905e900f	common_voice_ja_22717324.mp3	松井さんはサッカーより野球のほうが上手です。	2	0	thirties	male		ja	
1e9aba193b164bcebd0414820990719da630604b98b745478995e671f780a5bb3f9ed30a4cd3bcb5b7081a6e82f20328d9245c20291eab3b7bb88dcec2f8ba6c	common_voice_ja_22011991.mp3	新しいお皿を使います。	2	0				ja	
28295d214e27f703a57696421e2a937a139e9c8aff6e319f59c034326a500d2ffc43b8246fed931a9b9f40d5e3621f68e62332013b28ad5b0968d8473fcf7996	common_voice_ja_23508524.mp3	結婚以来三年半ぶりの東京も、旧友とのお酒も、夜行列車も、駅で寝て、朝を待つのも久しぶりだ。	2	0				ja	
29aa835586d86b05bf97b7dd789a354237ffc72779eb4af44464e523b930ee39395005d44237923e3aa8a87ee3e37fd8d0e2e25c816b84330df13d9e94498655	common_voice_ja_23555409.mp3	これまで、少年野球、ママさんバレーなど、地域スポーツを支え、市民に密着してきたのは、無数のボランティアだった。	2	0				ja	
2a185a865707b0c5aaeebc337309252b4ba300a5ae74f6d84a48b990a9d853f21d63c0014241fa48170acc6794863fe09cced28a93043ded913ba5b67d414dad	common_voice_ja_22155958.mp3	靴を脱いで、スリッパをはきます。	2	0	fourties	female		ja	
2decfcd0fe445ea50f91bced8ce60ca59c338442995b08932979090b3de48b6d99d76b0738b5bedc2482fd5ce7e1a6836caf81f42679cf87b77ba72ec44c4cbd	common_voice_ja_21685815.mp3	この部屋の壁は薄いので、小さい声で話します。	2	0	twenties	male		ja	
493a68c409a147f19a2c3679db746c76ed4cb8f69c8b876f4519d3dcb79a1059576415bffac45604ddd3009eadd42d6c43c7782afe871ef079f819452867f4d6	common_voice_ja_22786055.mp3	自分の好きなジャズピアニストの演奏への、震えるような感動を綴る人もいた。	2	0				ja	
499b0050817dce0a8a98b6f725e6fa09ec26b37804984dceeb21d534fb35aa7569ce0cc39efc713d2c06a410295663ae3541532befd76449712bfe409b569613	common_voice_ja_21802310.mp3	あそこに小さい女の子がいます。	2	0				ja	
